time,Poor Signal
2025-10-07 14:40:27,0
2025-10-07 14:40:28,51
2025-10-07 14:40:29,0
2025-10-07 14:40:30,0
2025-10-07 14:40:31,0
2025-10-07 14:40:32,51
2025-10-07 14:40:33,0
2025-10-07 14:40:34,0
2025-10-07 14:40:35,0
2025-10-07 14:40:36,0
2025-10-07 14:40:37,0
2025-10-07 14:40:38,0
2025-10-07 14:40:39,0
2025-10-07 14:40:40,0
2025-10-07 14:40:41,0
2025-10-07 14:40:42,51
2025-10-07 14:40:43,51
2025-10-07 14:40:44,51
2025-10-07 14:40:45,0
2025-10-07 14:40:46,0
2025-10-07 14:40:47,0
2025-10-07 14:40:48,0
2025-10-07 14:40:49,51
2025-10-07 14:40:50,51
2025-10-07 14:40:51,25
2025-10-07 14:40:52,25
2025-10-07 14:40:53,25
2025-10-07 14:40:54,0
2025-10-07 14:40:55,0
2025-10-07 14:40:56,0
2025-10-07 14:40:57,0
2025-10-07 14:40:58,0
2025-10-07 14:40:59,0
2025-10-07 14:41:00,51
2025-10-07 14:41:01,51
2025-10-07 14:41:02,51
2025-10-07 14:41:03,26
2025-10-07 14:41:04,0
2025-10-07 14:41:05,0
2025-10-07 14:41:06,0
2025-10-07 14:41:07,51
2025-10-07 14:41:08,51
2025-10-07 14:41:09,0
2025-10-07 14:41:10,0
2025-10-07 14:41:11,0
2025-10-07 14:41:12,0
2025-10-07 14:41:13,0
2025-10-07 14:41:14,0
2025-10-07 14:41:15,0
2025-10-07 14:41:16,0
2025-10-07 14:41:17,0
2025-10-07 14:41:18,0
2025-10-07 14:41:19,0
2025-10-07 14:41:20,0
2025-10-07 14:41:21,0
2025-10-07 14:41:22,0
2025-10-07 14:41:23,0
2025-10-07 14:41:24,0
2025-10-07 14:41:25,0
2025-10-07 14:41:26,0
2025-10-07 14:41:27,0
2025-10-07 14:41:28,0
2025-10-07 14:41:29,0
2025-10-07 14:41:30,0
2025-10-07 14:41:31,0
2025-10-07 14:41:32,0
2025-10-07 14:41:33,0
2025-10-07 14:41:34,0
2025-10-07 14:41:35,0
2025-10-07 14:41:36,0
2025-10-07 14:41:37,0
2025-10-07 14:41:38,0
2025-10-07 14:41:39,0
2025-10-07 14:41:40,0
2025-10-07 14:41:41,0
2025-10-07 14:41:42,0
2025-10-07 14:41:43,0
2025-10-07 14:41:44,0
2025-10-07 14:41:45,0
2025-10-07 14:41:46,0
2025-10-07 14:41:47,0
2025-10-07 14:41:48,0
2025-10-07 14:41:48,0
2025-10-07 14:41:49,0
2025-10-07 14:41:50,0
2025-10-07 14:41:51,0
2025-10-07 14:41:52,0
2025-10-07 14:41:53,0
2025-10-07 14:41:54,0
2025-10-07 14:41:55,0
2025-10-07 14:41:56,0
2025-10-07 14:41:57,0
2025-10-07 14:41:58,0
2025-10-07 14:41:59,0
2025-10-07 14:42:00,0
2025-10-07 14:42:01,51
2025-10-07 14:42:02,26
2025-10-07 14:42:03,0
2025-10-07 14:42:04,0
2025-10-07 14:42:05,0
2025-10-07 14:42:06,0
2025-10-07 14:42:07,0
2025-10-07 14:42:08,0
2025-10-07 14:42:09,0
2025-10-07 14:42:10,0
2025-10-07 14:42:11,0
2025-10-07 14:42:12,51
2025-10-07 14:42:13,51
2025-10-07 14:42:14,51
2025-10-07 14:42:15,26
2025-10-07 14:42:17,0
2025-10-07 14:42:17,0
2025-10-07 14:42:18,0
2025-10-07 14:42:19,0
2025-10-07 14:42:20,0
2025-10-07 14:42:21,0
2025-10-07 14:42:22,0
2025-10-07 14:42:23,0
2025-10-07 14:42:24,0
2025-10-07 14:42:25,0
2025-10-07 14:42:26,0
2025-10-07 14:42:27,0
2025-10-07 14:42:28,0
2025-10-07 14:42:29,0
2025-10-07 14:42:30,0
2025-10-07 14:42:31,0
2025-10-07 14:42:32,0
2025-10-07 14:42:33,0
2025-10-07 14:42:34,0
2025-10-07 14:42:35,0
2025-10-07 14:42:36,26
2025-10-07 14:42:37,0
2025-10-07 14:42:38,51
2025-10-07 14:42:39,51
2025-10-07 14:42:40,51
2025-10-07 14:42:41,25
2025-10-07 14:42:42,25
2025-10-07 14:42:43,25
2025-10-07 14:42:44,0
2025-10-07 14:42:45,51
2025-10-07 14:42:46,51
2025-10-07 14:42:47,51
2025-10-07 14:42:48,51
2025-10-07 14:42:49,25
2025-10-07 14:42:50,51
2025-10-07 14:42:51,25
2025-10-07 14:42:52,0
2025-10-07 14:42:53,0
2025-10-07 14:42:54,26
2025-10-07 14:42:55,0
2025-10-07 14:42:56,0
2025-10-07 14:42:57,0
2025-10-07 14:42:58,0
2025-10-07 14:42:59,0
2025-10-07 14:43:00,0
2025-10-07 14:43:01,0
2025-10-07 14:43:02,51
2025-10-07 14:43:03,26
2025-10-07 14:43:04,51
2025-10-07 14:43:05,0
2025-10-07 14:43:06,25
2025-10-07 14:43:07,51
2025-10-07 14:43:08,51
2025-10-07 14:43:09,51
2025-10-07 14:43:10,25
2025-10-07 14:43:11,25
2025-10-07 14:43:12,51
2025-10-07 14:43:13,51
2025-10-07 14:43:14,51
2025-10-07 14:43:15,51
2025-10-07 14:43:16,51
2025-10-07 14:43:17,25
2025-10-07 14:43:18,0
2025-10-07 14:43:19,0
2025-10-07 14:43:20,26
2025-10-07 14:43:21,0
2025-10-07 14:43:22,26
2025-10-07 14:43:23,26
2025-10-07 14:43:24,26
2025-10-07 14:43:25,51
2025-10-07 14:43:26,51
2025-10-07 14:43:27,51
2025-10-07 14:43:28,25
2025-10-07 14:43:29,25
2025-10-07 14:43:30,51
2025-10-07 14:43:31,51
2025-10-07 14:43:32,51
2025-10-07 14:43:33,51
2025-10-07 14:43:34,0
2025-10-07 14:43:35,51
2025-10-07 14:43:36,51
2025-10-07 14:43:37,51
2025-10-07 14:43:38,51
2025-10-07 14:43:39,51
2025-10-07 14:43:40,51
2025-10-07 14:43:41,51
2025-10-07 14:43:42,51
2025-10-07 14:43:43,26
2025-10-07 14:43:44,51
2025-10-07 14:43:45,51
2025-10-07 14:43:46,51
2025-10-07 14:43:47,51
2025-10-07 14:43:48,51
2025-10-07 14:43:49,51
2025-10-07 14:43:50,51
2025-10-07 14:43:51,51
2025-10-07 14:43:52,0
2025-10-07 14:43:53,51
2025-10-07 14:43:54,51
2025-10-07 14:43:55,51
2025-10-07 14:43:56,0
2025-10-07 14:43:57,0
2025-10-07 14:43:58,51
2025-10-07 14:43:59,51
2025-10-07 14:44:00,51
2025-10-07 14:44:01,51
2025-10-07 14:44:02,51
2025-10-07 14:44:03,26
2025-10-07 14:44:04,0
2025-10-07 14:44:05,0
2025-10-07 14:44:06,0
2025-10-07 14:44:07,51
2025-10-07 14:44:08,51
2025-10-07 14:44:09,25
2025-10-07 14:44:10,0
2025-10-07 14:44:11,0
2025-10-07 14:44:12,0
2025-10-07 14:44:13,51
2025-10-07 14:44:14,51
2025-10-07 14:44:15,51
2025-10-07 14:44:16,51
2025-10-07 14:44:17,51
2025-10-07 14:44:18,51
2025-10-07 14:44:19,51
2025-10-07 14:44:20,51
2025-10-07 14:44:21,26
2025-10-07 14:44:22,51
2025-10-07 14:44:23,51
2025-10-07 14:44:24,51
2025-10-07 14:44:25,51
2025-10-07 14:44:26,51
2025-10-07 14:44:27,51
2025-10-07 14:44:28,0
2025-10-07 14:44:29,51
2025-10-07 14:44:30,0
2025-10-07 14:44:31,0
2025-10-07 14:44:32,51
2025-10-07 14:44:33,51
2025-10-07 14:44:34,25
2025-10-07 14:44:35,0
2025-10-07 14:44:36,51
2025-10-07 14:44:37,51
2025-10-07 14:44:38,51
2025-10-07 14:44:39,51
2025-10-07 14:44:40,51
2025-10-07 14:44:41,51
2025-10-07 14:44:42,51
2025-10-07 14:44:43,51
2025-10-07 14:44:44,51
2025-10-07 14:44:45,26
2025-10-07 14:44:46,51
2025-10-07 14:44:47,51
2025-10-07 14:44:48,26
2025-10-07 14:44:49,51
2025-10-07 14:44:50,51
2025-10-07 14:44:51,51
2025-10-07 14:44:52,51
2025-10-07 14:44:53,51
2025-10-07 14:44:54,51
2025-10-07 14:44:55,0
2025-10-07 14:44:56,0
2025-10-07 14:44:57,0
2025-10-07 14:44:58,51
2025-10-07 14:44:59,51
2025-10-07 14:45:00,26
2025-10-07 14:45:01,51
2025-10-07 14:45:02,26
2025-10-07 14:45:03,0
2025-10-07 14:45:04,0
2025-10-07 14:45:05,0
2025-10-07 14:45:06,0
2025-10-07 14:45:07,0
2025-10-07 14:45:08,0
2025-10-07 14:45:09,0
2025-10-07 14:45:10,0
2025-10-07 14:45:11,0
2025-10-07 14:45:12,0
2025-10-07 14:45:13,0
2025-10-07 14:45:14,0
2025-10-07 14:45:15,0
2025-10-07 14:45:16,51
2025-10-07 14:45:17,51
2025-10-07 14:45:18,0
2025-10-07 14:45:19,0
2025-10-07 14:45:20,0
2025-10-07 14:45:21,0
2025-10-07 14:45:22,26
2025-10-07 14:45:23,0
2025-10-07 14:45:24,0
2025-10-07 14:45:25,0
2025-10-07 14:45:26,0
2025-10-07 14:45:27,51
2025-10-07 14:45:28,51
2025-10-07 14:45:29,51
2025-10-07 14:45:30,51
2025-10-07 14:45:31,51
2025-10-07 14:45:32,51
2025-10-07 14:45:33,51
2025-10-07 14:45:34,26
2025-10-07 14:45:35,51
2025-10-07 14:45:36,51
2025-10-07 14:45:37,51
2025-10-07 14:45:38,25
2025-10-07 14:45:39,51
2025-10-07 14:45:40,51
2025-10-07 14:45:41,51
2025-10-07 14:45:42,51
2025-10-07 14:45:43,26
2025-10-07 14:45:44,0
2025-10-07 14:45:45,51
2025-10-07 14:45:46,51
2025-10-07 14:45:47,51
2025-10-07 14:45:48,51
2025-10-07 14:45:49,51
2025-10-07 14:45:50,51
2025-10-07 14:45:51,51
2025-10-07 14:45:52,51
2025-10-07 14:45:53,26
2025-10-07 14:45:54,51
2025-10-07 14:45:55,51
2025-10-07 14:45:56,25
2025-10-07 14:45:57,0
2025-10-07 14:45:58,26
2025-10-07 14:45:59,51
2025-10-07 14:46:00,51
2025-10-07 14:46:01,51
2025-10-07 14:46:02,51
2025-10-07 14:46:03,51
2025-10-07 14:46:04,51
2025-10-07 14:46:05,51
2025-10-07 14:46:06,25
2025-10-07 14:46:07,25
2025-10-07 14:46:08,25
2025-10-07 14:46:09,0
2025-10-07 14:46:10,51
2025-10-07 14:46:11,0
2025-10-07 14:46:12,0
2025-10-07 14:46:13,51
2025-10-07 14:46:14,51
2025-10-07 14:46:15,51
2025-10-07 14:46:16,51
2025-10-07 14:46:17,51
2025-10-07 14:46:18,51
2025-10-07 14:46:19,51
2025-10-07 14:46:20,51
2025-10-07 14:46:21,25
2025-10-07 14:46:22,51
2025-10-07 14:46:23,51
2025-10-07 14:46:24,0
2025-10-07 14:46:25,51
2025-10-07 14:46:26,51
2025-10-07 14:46:27,51
2025-10-07 14:46:28,51
2025-10-07 14:46:29,51
2025-10-07 14:46:30,51
2025-10-07 14:46:31,51
2025-10-07 14:46:32,51
2025-10-07 14:46:33,25
2025-10-07 14:46:34,51
2025-10-07 14:46:35,51
2025-10-07 14:46:36,51
2025-10-07 14:46:37,26
2025-10-07 14:46:38,51
2025-10-07 14:46:39,26
2025-10-07 14:46:40,51
2025-10-07 14:46:41,51
2025-10-07 14:46:42,26
2025-10-07 14:46:43,51
2025-10-07 14:46:44,25
2025-10-07 14:46:45,0
2025-10-07 14:46:46,0
2025-10-07 14:46:47,51
2025-10-07 14:46:48,51
2025-10-07 14:46:49,25
2025-10-07 14:46:50,51
2025-10-07 14:46:51,51
2025-10-07 14:46:52,51
2025-10-07 14:46:53,51
2025-10-07 14:46:54,51
2025-10-07 14:46:55,26
2025-10-07 14:46:56,51
2025-10-07 14:46:57,25
2025-10-07 14:46:58,51
2025-10-07 14:46:59,0
2025-10-07 14:47:00,51
2025-10-07 14:47:01,51
2025-10-07 14:47:02,26
2025-10-07 14:47:03,51
2025-10-07 14:47:04,51
2025-10-07 14:47:05,51
2025-10-07 14:47:06,51
2025-10-07 14:47:07,51
2025-10-07 14:47:08,51
2025-10-07 14:47:09,0
2025-10-07 14:47:10,51
2025-10-07 14:47:11,51
2025-10-07 14:47:12,51
2025-10-07 14:47:13,51
2025-10-07 14:47:14,51
2025-10-07 14:47:15,51
2025-10-07 14:47:16,51
2025-10-07 14:47:17,51
2025-10-07 14:47:18,51
2025-10-07 14:47:19,51
2025-10-07 14:47:20,51
2025-10-07 14:47:21,51
2025-10-07 14:47:22,26
2025-10-07 14:47:23,51
2025-10-07 14:47:24,51
2025-10-07 14:47:25,51
2025-10-07 14:47:26,51
2025-10-07 14:47:27,26
2025-10-07 14:47:28,51
2025-10-07 14:47:29,51
2025-10-07 14:47:30,26
2025-10-07 14:47:31,0
2025-10-07 14:47:32,0
2025-10-07 14:47:33,26
2025-10-07 14:47:34,0
2025-10-07 14:47:35,0
2025-10-07 14:47:36,51
2025-10-07 14:47:37,0
2025-10-07 14:47:38,0
2025-10-07 14:47:39,0
2025-10-07 14:47:40,51
2025-10-07 14:47:41,51
2025-10-07 14:47:42,51
2025-10-07 14:47:43,51
2025-10-07 14:47:44,51
2025-10-07 14:47:45,51
2025-10-07 14:47:46,51
2025-10-07 14:47:47,51
2025-10-07 14:47:48,26
2025-10-07 14:47:49,51
2025-10-07 14:47:50,51
2025-10-07 14:47:51,51
2025-10-07 14:47:52,26
2025-10-07 14:47:53,26
2025-10-07 14:47:54,51
2025-10-07 14:47:55,25
2025-10-07 14:47:56,25
2025-10-07 14:47:57,25
2025-10-07 14:47:58,51
2025-10-07 14:47:59,51
2025-10-07 14:48:00,51
2025-10-07 14:48:01,51
2025-10-07 14:48:02,51
2025-10-07 14:48:03,51
2025-10-07 14:48:04,51
2025-10-07 14:48:05,0
2025-10-07 14:48:06,51
2025-10-07 14:48:07,0
2025-10-07 14:48:08,0
2025-10-07 14:48:09,0
2025-10-07 14:48:10,51
2025-10-07 14:48:11,51
2025-10-07 14:48:12,0
2025-10-07 14:48:13,51
2025-10-07 14:48:14,51
2025-10-07 14:48:15,51
2025-10-07 14:48:16,51
2025-10-07 14:48:17,51
2025-10-07 14:48:18,51
2025-10-07 14:48:19,51
2025-10-07 14:48:20,51
2025-10-07 14:48:21,51
2025-10-07 14:48:22,51
2025-10-07 14:48:23,51
2025-10-07 14:48:24,51
2025-10-07 14:48:25,51
2025-10-07 14:48:26,51
2025-10-07 14:48:27,51
2025-10-07 14:48:28,51
2025-10-07 14:48:29,51
2025-10-07 14:48:30,51
2025-10-07 14:48:31,51
2025-10-07 14:48:32,51
2025-10-07 14:48:33,51
2025-10-07 14:48:34,51
2025-10-07 14:48:35,51
2025-10-07 14:48:36,26
2025-10-07 14:48:37,51
2025-10-07 14:48:38,51
2025-10-07 14:48:39,26
2025-10-07 14:48:40,51
2025-10-07 14:48:41,0
2025-10-07 14:48:42,51
2025-10-07 14:48:43,51
2025-10-07 14:48:44,51
2025-10-07 14:48:45,51
2025-10-07 14:48:46,51
2025-10-07 14:48:47,51
2025-10-07 14:48:48,51
2025-10-07 14:48:49,51
2025-10-07 14:48:50,51
2025-10-07 14:48:51,51
2025-10-07 14:48:52,51
2025-10-07 14:48:53,51
2025-10-07 14:48:54,51
2025-10-07 14:48:55,26
2025-10-07 14:48:56,0
2025-10-07 14:48:57,51
2025-10-07 14:48:58,51
2025-10-07 14:48:59,26
2025-10-07 14:49:00,51
2025-10-07 14:49:01,51
2025-10-07 14:49:02,51
2025-10-07 14:49:03,51
2025-10-07 14:49:04,51
2025-10-07 14:49:05,51
2025-10-07 14:49:06,51
2025-10-07 14:49:07,51
2025-10-07 14:49:08,51
2025-10-07 14:49:09,51
2025-10-07 14:49:10,51
2025-10-07 14:49:11,51
2025-10-07 14:49:12,51
2025-10-07 14:49:13,51
2025-10-07 14:49:14,26
2025-10-07 14:49:15,26
2025-10-07 14:49:16,0
2025-10-07 14:49:17,51
2025-10-07 14:49:18,51
2025-10-07 14:49:19,51
2025-10-07 14:49:20,51
2025-10-07 14:49:21,51
2025-10-07 14:49:22,51
2025-10-07 14:49:23,51
2025-10-07 14:49:24,51
2025-10-07 14:49:25,51
2025-10-07 14:49:26,26
2025-10-07 14:49:27,51
2025-10-07 14:49:28,51
2025-10-07 14:49:29,0
2025-10-07 14:49:30,0
2025-10-07 14:49:31,0
2025-10-07 14:49:32,0
2025-10-07 14:49:33,0
2025-10-07 14:49:34,26
2025-10-07 14:49:35,51
2025-10-07 14:49:36,51
2025-10-07 14:49:37,51
2025-10-07 14:49:38,26
2025-10-07 14:49:39,51
2025-10-07 14:49:39,51
2025-10-07 14:49:41,51
2025-10-07 14:49:42,51
2025-10-07 14:49:42,51
2025-10-07 14:49:44,51
2025-10-07 14:49:45,51
2025-10-07 14:49:45,51
2025-10-07 14:49:46,51
2025-10-07 14:49:47,51
2025-10-07 14:49:48,51
2025-10-07 14:49:49,26
2025-10-07 14:49:50,26
2025-10-07 14:49:52,51
2025-10-07 14:49:52,51
2025-10-07 14:49:53,51
2025-10-07 14:49:54,0
2025-10-07 14:49:55,26
2025-10-07 14:49:56,0
2025-10-07 14:49:57,0
2025-10-07 14:49:58,0
2025-10-07 14:50:00,51
2025-10-07 14:50:00,51
2025-10-07 14:50:01,51
2025-10-07 14:50:02,51
2025-10-07 14:50:03,51
2025-10-07 14:50:04,51
2025-10-07 14:50:05,51
2025-10-07 14:50:06,51
2025-10-07 14:50:07,51
2025-10-07 14:50:08,26
2025-10-07 14:50:09,51
2025-10-07 14:50:10,51
2025-10-07 14:50:11,51
2025-10-07 14:50:12,51
2025-10-07 14:50:13,51
2025-10-07 14:50:14,51
2025-10-07 14:50:15,51
2025-10-07 14:50:16,51
2025-10-07 14:50:17,51
2025-10-07 14:50:18,51
2025-10-07 14:50:19,51
2025-10-07 14:50:20,0
2025-10-07 14:50:21,51
2025-10-07 14:50:22,51
2025-10-07 14:50:23,51
2025-10-07 14:50:24,51
2025-10-07 14:50:25,51
2025-10-07 14:50:26,51
2025-10-07 14:50:27,51
2025-10-07 14:50:28,51
2025-10-07 14:50:29,51
2025-10-07 14:50:30,51
2025-10-07 14:50:31,51
2025-10-07 14:50:32,51
2025-10-07 14:50:33,51
2025-10-07 14:50:34,51
2025-10-07 14:50:35,51
2025-10-07 14:50:36,51
2025-10-07 14:50:37,26
2025-10-07 14:50:38,51
2025-10-07 14:50:39,51
2025-10-07 14:50:40,51
2025-10-07 14:50:41,51
2025-10-07 14:50:42,51
2025-10-07 14:50:43,51
2025-10-07 14:50:44,51
2025-10-07 14:50:45,51
2025-10-07 14:50:46,51
2025-10-07 14:50:47,51
2025-10-07 14:50:48,51
2025-10-07 14:50:49,25
2025-10-07 14:50:50,26
2025-10-07 14:50:51,51
2025-10-07 14:50:52,51
2025-10-07 14:50:53,51
2025-10-07 14:50:54,51
2025-10-07 14:50:55,51
2025-10-07 14:50:56,0
2025-10-07 14:50:57,0
2025-10-07 14:50:58,0
2025-10-07 14:50:59,26
2025-10-07 14:51:00,51
2025-10-07 14:51:01,51
2025-10-07 14:51:02,51
2025-10-07 14:51:03,51
2025-10-07 14:51:04,51
2025-10-07 14:51:05,51
2025-10-07 14:51:06,51
2025-10-07 14:51:07,51
