time,Poor Signal
2025-10-07 14:51:08,51
2025-10-07 14:51:09,51
2025-10-07 14:51:10,51
2025-10-07 14:51:11,25
2025-10-07 14:51:12,25
2025-10-07 14:51:13,51
2025-10-07 14:51:14,51
2025-10-07 14:51:15,25
2025-10-07 14:51:16,51
2025-10-07 14:51:17,51
2025-10-07 14:51:18,51
2025-10-07 14:51:19,51
2025-10-07 14:51:20,51
2025-10-07 14:51:21,25
2025-10-07 14:51:22,51
2025-10-07 14:51:23,51
2025-10-07 14:51:24,51
2025-10-07 14:51:25,51
2025-10-07 14:51:26,51
2025-10-07 14:51:27,51
2025-10-07 14:51:28,51
2025-10-07 14:51:29,51
2025-10-07 14:51:30,25
2025-10-07 14:51:31,51
2025-10-07 14:51:32,25
2025-10-07 14:51:33,51
2025-10-07 14:51:34,51
2025-10-07 14:51:35,0
2025-10-07 14:51:36,0
2025-10-07 14:51:37,51
2025-10-07 14:51:38,0
2025-10-07 14:51:39,51
2025-10-07 14:51:40,51
2025-10-07 14:51:41,51
2025-10-07 14:51:42,51
2025-10-07 14:51:43,26
2025-10-07 14:51:44,51
2025-10-07 14:51:45,0
2025-10-07 14:51:46,51
2025-10-07 14:51:47,51
2025-10-07 14:51:48,0
2025-10-07 14:51:49,0
2025-10-07 14:51:50,0
2025-10-07 14:51:51,51
2025-10-07 14:51:52,51
2025-10-07 14:51:53,51
2025-10-07 14:51:54,51
2025-10-07 14:51:55,51
2025-10-07 14:51:56,51
2025-10-07 14:51:57,26
2025-10-07 14:51:58,0
2025-10-07 14:51:59,51
2025-10-07 14:52:00,51
2025-10-07 14:52:01,51
2025-10-07 14:52:02,51
2025-10-07 14:52:03,51
2025-10-07 14:52:04,51
2025-10-07 14:52:05,51
2025-10-07 14:52:06,51
2025-10-07 14:52:07,51
2025-10-07 14:52:08,51
2025-10-07 14:52:09,51
2025-10-07 14:52:10,51
2025-10-07 14:52:11,51
2025-10-07 14:52:12,51
2025-10-07 14:52:13,51
2025-10-07 14:52:14,51
2025-10-07 14:52:15,51
2025-10-07 14:52:16,51
2025-10-07 14:52:17,0
2025-10-07 14:52:18,0
2025-10-07 14:52:19,51
2025-10-07 14:52:20,51
2025-10-07 14:52:21,51
2025-10-07 14:52:22,51
2025-10-07 14:52:23,51
2025-10-07 14:52:24,25
2025-10-07 14:52:25,51
2025-10-07 14:52:26,51
2025-10-07 14:52:27,25
2025-10-07 14:52:28,51
2025-10-07 14:52:29,26
2025-10-07 14:52:30,51
2025-10-07 14:52:31,51
2025-10-07 14:52:32,51
2025-10-07 14:52:33,51
2025-10-07 14:52:34,51
2025-10-07 14:52:35,25
2025-10-07 14:52:36,51
2025-10-07 14:52:37,51
2025-10-07 14:52:38,0
2025-10-07 14:52:39,26
2025-10-07 14:52:40,51
2025-10-07 14:52:41,0
2025-10-07 14:52:42,51
2025-10-07 14:52:43,0
2025-10-07 14:52:44,0
2025-10-07 14:52:45,51
2025-10-07 14:52:46,25
2025-10-07 14:52:47,51
2025-10-07 14:52:48,25
2025-10-07 14:52:49,26
2025-10-07 14:52:50,51
2025-10-07 14:52:51,51
2025-10-07 14:52:52,25
2025-10-07 14:52:53,51
2025-10-07 14:52:54,51
2025-10-07 14:52:55,51
2025-10-07 14:52:56,51
2025-10-07 14:52:57,51
2025-10-07 14:52:58,51
2025-10-07 14:52:59,51
2025-10-07 14:53:00,51
2025-10-07 14:53:01,51
2025-10-07 14:53:02,51
2025-10-07 14:53:03,51
2025-10-07 14:53:04,51
2025-10-07 14:53:05,51
2025-10-07 14:53:06,51
2025-10-07 14:53:07,26
2025-10-07 14:53:08,26
2025-10-07 14:53:09,0
2025-10-07 14:53:10,51
2025-10-07 14:53:11,25
2025-10-07 14:53:12,51
2025-10-07 14:53:13,51
2025-10-07 14:53:14,51
2025-10-07 14:53:15,51
2025-10-07 14:53:16,51
2025-10-07 14:53:17,51
2025-10-07 14:53:18,51
2025-10-07 14:53:19,0
2025-10-07 14:53:20,51
2025-10-07 14:53:21,51
2025-10-07 14:53:22,51
2025-10-07 14:53:23,0
2025-10-07 14:53:24,0
2025-10-07 14:53:25,51
2025-10-07 14:53:26,0
2025-10-07 14:53:27,51
2025-10-07 14:53:28,51
2025-10-07 14:53:29,51
2025-10-07 14:53:30,51
2025-10-07 14:53:31,51
2025-10-07 14:53:32,51
2025-10-07 14:53:33,51
2025-10-07 14:53:34,51
2025-10-07 14:53:35,51
2025-10-07 14:53:36,51
2025-10-07 14:53:37,51
2025-10-07 14:53:38,51
2025-10-07 14:53:39,51
2025-10-07 14:53:40,51
2025-10-07 14:53:41,51
2025-10-07 14:53:42,51
2025-10-07 14:53:43,51
2025-10-07 14:53:44,51
2025-10-07 14:53:45,51
2025-10-07 14:53:46,51
2025-10-07 14:53:47,51
2025-10-07 14:53:48,51
2025-10-07 14:53:49,51
2025-10-07 14:53:50,51
2025-10-07 14:53:51,51
2025-10-07 14:53:52,51
2025-10-07 14:53:53,51
2025-10-07 14:53:54,51
2025-10-07 14:53:55,51
2025-10-07 14:53:56,51
2025-10-07 14:53:57,51
2025-10-07 14:53:58,51
2025-10-07 14:53:59,51
2025-10-07 14:54:00,51
2025-10-07 14:54:01,51
2025-10-07 14:54:02,51
2025-10-07 14:54:03,51
2025-10-07 14:54:04,51
2025-10-07 14:54:05,51
2025-10-07 14:54:06,51
2025-10-07 14:54:07,51
2025-10-07 14:54:08,51
2025-10-07 14:54:09,51
2025-10-07 14:54:10,51
2025-10-07 14:54:11,51
2025-10-07 14:54:12,51
2025-10-07 14:54:13,51
2025-10-07 14:54:14,51
2025-10-07 14:54:15,51
2025-10-07 14:54:16,51
2025-10-07 14:54:17,51
2025-10-07 14:54:18,51
2025-10-07 14:54:19,51
2025-10-07 14:54:20,51
2025-10-07 14:54:21,51
2025-10-07 14:54:22,51
2025-10-07 14:54:23,51
2025-10-07 14:54:24,51
2025-10-07 14:54:25,51
2025-10-07 14:54:26,51
2025-10-07 14:54:27,51
2025-10-07 14:54:28,51
2025-10-07 14:54:29,51
2025-10-07 14:54:30,51
2025-10-07 14:54:31,51
2025-10-07 14:54:32,51
2025-10-07 14:54:33,51
2025-10-07 14:54:34,51
2025-10-07 14:54:35,0
2025-10-07 14:54:36,51
2025-10-07 14:54:37,51
2025-10-07 14:54:38,51
2025-10-07 14:54:39,51
2025-10-07 14:54:40,51
2025-10-07 14:54:41,51
2025-10-07 14:54:42,51
2025-10-07 14:54:43,51
2025-10-07 14:54:44,51
2025-10-07 14:54:45,51
2025-10-07 14:54:46,51
2025-10-07 14:54:47,51
2025-10-07 14:54:48,51
2025-10-07 14:54:49,51
2025-10-07 14:54:50,51
2025-10-07 14:54:51,51
2025-10-07 14:54:52,51
2025-10-07 14:54:53,51
2025-10-07 14:54:54,51
2025-10-07 14:54:55,51
2025-10-07 14:54:56,51
2025-10-07 14:54:57,51
2025-10-07 14:54:58,51
2025-10-07 14:54:59,51
2025-10-07 14:55:00,51
2025-10-07 14:55:01,51
2025-10-07 14:55:02,51
2025-10-07 14:55:03,51
2025-10-07 14:55:04,51
2025-10-07 14:55:05,51
2025-10-07 14:55:06,51
2025-10-07 14:55:07,51
2025-10-07 14:55:08,51
2025-10-07 14:55:09,51
2025-10-07 14:55:09,51
2025-10-07 14:55:11,51
2025-10-07 14:55:12,51
2025-10-07 14:55:13,51
2025-10-07 14:55:13,51
2025-10-07 14:55:14,51
2025-10-07 14:55:15,51
2025-10-07 14:55:16,51
2025-10-07 14:55:17,26
2025-10-07 14:55:18,51
2025-10-07 14:55:19,26
2025-10-07 14:55:20,51
2025-10-07 14:55:22,25
2025-10-07 14:55:22,51
2025-10-07 14:55:23,51
2025-10-07 14:55:24,51
2025-10-07 14:55:25,0
2025-10-07 14:55:26,51
2025-10-07 14:55:27,51
2025-10-07 14:55:28,51
2025-10-07 14:55:29,51
2025-10-07 14:55:30,51
2025-10-07 14:55:31,51
2025-10-07 14:55:32,0
2025-10-07 14:55:33,51
2025-10-07 14:55:34,51
2025-10-07 14:55:35,26
2025-10-07 14:55:36,0
2025-10-07 14:55:37,26
2025-10-07 14:55:38,0
2025-10-07 14:55:39,0
2025-10-07 14:55:40,51
2025-10-07 14:55:41,51
2025-10-07 14:55:42,51
2025-10-07 14:55:43,51
2025-10-07 14:55:44,26
2025-10-07 14:55:45,51
2025-10-07 14:55:46,51
2025-10-07 14:55:47,51
2025-10-07 14:55:48,51
2025-10-07 14:55:49,51
2025-10-07 14:55:50,51
2025-10-07 14:55:51,51
2025-10-07 14:55:52,51
2025-10-07 14:55:53,51
2025-10-07 14:55:54,51
2025-10-07 14:55:55,51
2025-10-07 14:55:56,51
2025-10-07 14:55:57,26
2025-10-07 14:55:58,26
2025-10-07 14:55:59,0
2025-10-07 14:56:00,0
2025-10-07 14:56:01,0
2025-10-07 14:56:02,0
2025-10-07 14:56:03,0
2025-10-07 14:56:04,25
2025-10-07 14:56:05,51
2025-10-07 14:56:06,0
2025-10-07 14:56:07,0
2025-10-07 14:56:08,0
2025-10-07 14:56:09,0
2025-10-07 14:56:10,0
2025-10-07 14:56:11,0
2025-10-07 14:56:12,0
2025-10-07 14:56:13,51
2025-10-07 14:56:14,0
2025-10-07 14:56:15,0
2025-10-07 14:56:16,51
2025-10-07 14:56:17,0
2025-10-07 14:56:18,51
2025-10-07 14:56:19,51
2025-10-07 14:56:20,25
2025-10-07 14:56:21,51
2025-10-07 14:56:22,51
2025-10-07 14:56:23,0
2025-10-07 14:56:24,0
2025-10-07 14:56:25,51
2025-10-07 14:56:26,51
2025-10-07 14:56:27,51
2025-10-07 14:56:28,51
2025-10-07 14:56:29,51
2025-10-07 14:56:30,51
2025-10-07 14:56:31,51
2025-10-07 14:56:32,51
2025-10-07 14:56:33,51
2025-10-07 14:56:34,51
2025-10-07 14:56:35,51
2025-10-07 14:56:36,51
2025-10-07 14:56:37,51
2025-10-07 14:56:38,51
2025-10-07 14:56:39,51
2025-10-07 14:56:40,51
2025-10-07 14:56:41,0
2025-10-07 14:56:42,0
2025-10-07 14:56:43,0
2025-10-07 14:56:44,51
2025-10-07 14:56:45,0
2025-10-07 14:56:46,51
2025-10-07 14:56:47,51
2025-10-07 14:56:48,51
2025-10-07 14:56:49,51
2025-10-07 14:56:50,51
2025-10-07 14:56:51,51
2025-10-07 14:56:52,51
2025-10-07 14:56:53,51
2025-10-07 14:56:54,51
2025-10-07 14:56:55,51
2025-10-07 14:56:56,51
2025-10-07 14:56:57,51
2025-10-07 14:56:58,51
2025-10-07 14:56:59,51
2025-10-07 14:57:00,51
2025-10-07 14:57:01,51
2025-10-07 14:57:02,51
2025-10-07 14:57:03,51
2025-10-07 14:57:04,51
2025-10-07 14:57:05,51
2025-10-07 14:57:06,51
2025-10-07 14:57:07,51
2025-10-07 14:57:08,51
2025-10-07 14:57:09,51
2025-10-07 14:57:10,51
2025-10-07 14:57:11,51
2025-10-07 14:57:12,51
2025-10-07 14:57:13,51
2025-10-07 14:57:14,51
2025-10-07 14:57:15,51
2025-10-07 14:57:16,51
2025-10-07 14:57:17,25
2025-10-07 14:57:18,51
2025-10-07 14:57:19,51
2025-10-07 14:57:20,51
2025-10-07 14:57:21,51
2025-10-07 14:57:22,51
2025-10-07 14:57:23,51
2025-10-07 14:57:24,51
2025-10-07 14:57:25,51
2025-10-07 14:57:26,25
2025-10-07 14:57:27,51
2025-10-07 14:57:28,51
2025-10-07 14:57:29,51
2025-10-07 14:57:30,25
2025-10-07 14:57:31,51
2025-10-07 14:57:32,51
2025-10-07 14:57:33,51
2025-10-07 14:57:34,51
2025-10-07 14:57:35,51
2025-10-07 14:57:36,51
2025-10-07 14:57:37,51
2025-10-07 14:57:38,51
2025-10-07 14:57:39,51
2025-10-07 14:57:40,51
2025-10-07 14:57:41,51
2025-10-07 14:57:42,51
2025-10-07 14:57:43,51
2025-10-07 14:57:44,51
2025-10-07 14:57:45,51
2025-10-07 14:57:46,51
2025-10-07 14:57:47,51
2025-10-07 14:57:48,51
2025-10-07 14:57:49,51
2025-10-07 14:57:50,51
2025-10-07 14:57:51,51
2025-10-07 14:57:52,51
2025-10-07 14:57:53,51
2025-10-07 14:57:54,51
2025-10-07 14:57:55,51
2025-10-07 14:57:56,51
2025-10-07 14:57:57,51
2025-10-07 14:57:58,51
2025-10-07 14:57:59,51
2025-10-07 14:58:00,51
2025-10-07 14:58:01,51
2025-10-07 14:58:02,51
2025-10-07 14:58:03,51
2025-10-07 14:58:04,51
2025-10-07 14:58:05,51
2025-10-07 14:58:06,51
2025-10-07 14:58:07,51
2025-10-07 14:58:08,51
2025-10-07 14:58:09,51
2025-10-07 14:58:10,51
2025-10-07 14:58:11,51
2025-10-07 14:58:12,51
2025-10-07 14:58:13,51
2025-10-07 14:58:14,51
2025-10-07 14:58:15,51
2025-10-07 14:58:16,51
2025-10-07 14:58:17,51
2025-10-07 14:58:18,51
2025-10-07 14:58:19,51
2025-10-07 14:58:20,51
2025-10-07 14:58:21,51
2025-10-07 14:58:22,51
2025-10-07 14:58:23,51
2025-10-07 14:58:24,51
2025-10-07 14:58:25,51
2025-10-07 14:58:26,51
2025-10-07 14:58:27,51
2025-10-07 14:58:28,51
2025-10-07 14:58:29,0
2025-10-07 14:58:30,51
2025-10-07 14:58:31,51
2025-10-07 14:58:32,51
2025-10-07 14:58:33,51
2025-10-07 14:58:34,51
2025-10-07 14:58:35,51
2025-10-07 14:58:36,51
2025-10-07 14:58:37,51
2025-10-07 14:58:38,51
2025-10-07 14:58:39,51
2025-10-07 14:58:40,51
2025-10-07 14:58:41,25
2025-10-07 14:58:42,25
2025-10-07 14:58:43,51
2025-10-07 14:58:44,51
2025-10-07 14:58:45,0
2025-10-07 14:58:46,51
2025-10-07 14:58:47,51
2025-10-07 14:58:48,51
2025-10-07 14:58:49,0
2025-10-07 14:58:50,0
2025-10-07 14:58:51,0
2025-10-07 14:58:52,0
2025-10-07 14:58:53,0
2025-10-07 14:58:54,0
2025-10-07 14:58:55,0
2025-10-07 14:58:56,0
2025-10-07 14:58:57,0
2025-10-07 14:58:58,0
2025-10-07 14:58:59,0
2025-10-07 14:59:00,0
2025-10-07 14:59:01,51
2025-10-07 14:59:02,51
2025-10-07 14:59:03,51
2025-10-07 14:59:04,26
2025-10-07 14:59:05,26
2025-10-07 14:59:06,0
2025-10-07 14:59:07,0
2025-10-07 14:59:08,0
2025-10-07 14:59:09,0
2025-10-07 14:59:10,0
2025-10-07 14:59:11,51
2025-10-07 14:59:12,51
2025-10-07 14:59:13,51
2025-10-07 14:59:14,51
2025-10-07 14:59:15,51
2025-10-07 14:59:16,51
2025-10-07 14:59:17,51
2025-10-07 14:59:18,51
2025-10-07 14:59:19,51
2025-10-07 14:59:20,51
2025-10-07 14:59:21,26
2025-10-07 14:59:22,26
2025-10-07 14:59:23,51
2025-10-07 14:59:24,51
2025-10-07 14:59:25,26
2025-10-07 14:59:26,51
2025-10-07 14:59:27,51
2025-10-07 14:59:28,51
2025-10-07 14:59:29,26
2025-10-07 14:59:30,51
2025-10-07 14:59:31,51
2025-10-07 14:59:32,51
2025-10-07 14:59:33,51
2025-10-07 14:59:34,51
2025-10-07 14:59:35,51
2025-10-07 14:59:36,51
2025-10-07 14:59:37,51
2025-10-07 14:59:38,51
2025-10-07 14:59:39,51
2025-10-07 14:59:40,51
2025-10-07 14:59:41,51
2025-10-07 14:59:42,51
2025-10-07 14:59:43,51
2025-10-07 14:59:44,51
2025-10-07 14:59:45,51
2025-10-07 14:59:46,51
2025-10-07 14:59:47,51
2025-10-07 14:59:48,51
2025-10-07 14:59:49,51
2025-10-07 14:59:50,51
2025-10-07 14:59:51,51
2025-10-07 14:59:52,51
2025-10-07 14:59:53,51
2025-10-07 14:59:54,51
2025-10-07 14:59:55,51
2025-10-07 14:59:56,51
2025-10-07 14:59:57,25
2025-10-07 14:59:58,51
2025-10-07 14:59:59,51
2025-10-07 15:00:00,51
2025-10-07 15:00:01,51
2025-10-07 15:00:02,51
2025-10-07 15:00:03,51
2025-10-07 15:00:04,51
2025-10-07 15:00:05,51
2025-10-07 15:00:06,26
2025-10-07 15:00:07,51
2025-10-07 15:00:08,51
2025-10-07 15:00:09,51
2025-10-07 15:00:10,51
2025-10-07 15:00:11,51
2025-10-07 15:00:12,51
2025-10-07 15:00:13,51
2025-10-07 15:00:14,51
2025-10-07 15:00:15,51
2025-10-07 15:00:16,51
2025-10-07 15:00:17,51
2025-10-07 15:00:18,51
2025-10-07 15:00:19,51
2025-10-07 15:00:20,51
2025-10-07 15:00:21,51
2025-10-07 15:00:22,51
2025-10-07 15:00:23,51
2025-10-07 15:00:24,51
2025-10-07 15:00:25,51
2025-10-07 15:00:26,51
2025-10-07 15:00:27,51
2025-10-07 15:00:28,51
2025-10-07 15:00:29,51
2025-10-07 15:00:30,51
2025-10-07 15:00:31,26
2025-10-07 15:00:32,0
2025-10-07 15:00:33,0
2025-10-07 15:00:34,0
2025-10-07 15:00:35,0
2025-10-07 15:00:36,0
2025-10-07 15:00:37,0
2025-10-07 15:00:38,26
2025-10-07 15:00:39,26
2025-10-07 15:00:40,51
2025-10-07 15:00:40,51
2025-10-07 15:00:41,51
2025-10-07 15:00:43,51
2025-10-07 15:00:43,51
2025-10-07 15:00:44,51
2025-10-07 15:00:46,51
2025-10-07 15:00:46,51
2025-10-07 15:00:47,51
2025-10-07 15:00:48,51
2025-10-07 15:00:49,51
2025-10-07 15:00:50,51
2025-10-07 15:00:51,51
2025-10-07 15:00:52,51
2025-10-07 15:00:53,51
2025-10-07 15:00:54,51
2025-10-07 15:00:55,51
2025-10-07 15:00:56,51
2025-10-07 15:00:57,51
2025-10-07 15:00:58,51
2025-10-07 15:00:59,51
2025-10-07 15:01:00,51
2025-10-07 15:01:01,51
2025-10-07 15:01:02,26
2025-10-07 15:01:03,0
2025-10-07 15:01:04,51
2025-10-07 15:01:05,51
2025-10-07 15:01:06,51
2025-10-07 15:01:07,51
2025-10-07 15:01:08,51
2025-10-07 15:01:09,0
2025-10-07 15:01:10,51
2025-10-07 15:01:11,26
2025-10-07 15:01:12,51
2025-10-07 15:01:13,51
2025-10-07 15:01:14,51
2025-10-07 15:01:15,51
2025-10-07 15:01:16,51
2025-10-07 15:01:17,51
2025-10-07 15:01:18,25
2025-10-07 15:01:19,51
2025-10-07 15:01:20,26
2025-10-07 15:01:21,51
2025-10-07 15:01:22,51
2025-10-07 15:01:23,0
2025-10-07 15:01:24,51
2025-10-07 15:01:25,51
2025-10-07 15:01:26,26
2025-10-07 15:01:27,51
2025-10-07 15:01:28,51
2025-10-07 15:01:29,51
2025-10-07 15:01:30,51
2025-10-07 15:01:31,51
2025-10-07 15:01:32,51
2025-10-07 15:01:33,51
2025-10-07 15:01:34,51
2025-10-07 15:01:35,51
2025-10-07 15:01:36,51
2025-10-07 15:01:37,26
2025-10-07 15:01:38,51
2025-10-07 15:01:39,25
2025-10-07 15:01:40,51
2025-10-07 15:01:41,26
2025-10-07 15:01:42,0
2025-10-07 15:01:43,0
2025-10-07 15:01:44,0
2025-10-07 15:01:45,0
